N°,Zona,Un.lect.,Contrato,Tp.tarifa,Instalacion,Fact.cálculo,Equipo,Número de serie,Fabricante,Denomin.tipo,DS,¿Telesgestionada?,Tipo de medicion,Lista,Municipio,Población,Distrito,Calle,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,Prioridad,Promedio,% Variacion,Tendencia ,Grafico ,Ordenes,Observacion
181,QZ,QZ_78_02,511549201,G_GMH,30273517,160,1.00E+11,412070,LANDIS + GYR,RXRS4,CT9564,Medición Tele gestionada,Medicion Secundaria,"VICKZA, S.A. DE C.V.",SAN JUAN OPICO,SITIO DEL NIÑO,SITIO DEL NIÑO,CARRETERA A DESVIO DE OPICO,480.00,848.00,736.00,768.00,624.00,672.00,608.00,832.00,800.00,1136.00,928.00,816.00,416.00,736.00,912.00,224.00,80.00,128.00,288.00,736.00,848.00,976.00,784.00,1008.00,560.00,720.00,448.00,160.00,736.00,800.00,736.00,496.00,704.00,688.00,736.00,416.00,400.00,496.00,544.00,608.00,816.00,464.00,848.00,736.00,544.00,544.00,Baja,643,36.29%,-,,,
397,SS,SS_78_02,511569601,G_GMH,30292804,1200,1.00E+11,322105,LANDIS + GYR,RXRS4,DS100676,Medición Tele gestionada,Medicion Primaria ,DERIVADOS DE PAPEL Y CARTON DE CENTROAMERICA,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,PLAN DE LA LAGUNA,PASAJE E (PRIVADO),6120.00,9720.00,10440.00,9960.00,8760.00,10440.00,9000.00,10080.00,7320.00,6240.00,7560.00,10080.00,5880.00,8760.00,10800.00,8040.00,9480.00,9720.00,9240.00,11040.00,12000.00,14400.00,12360.00,10440.00,7080.00,10440.00,12960.00,9120.00,8520.00,8880.00,10680.00,8760.00,11040.00,8520.00,13080.00,6960.00,11880.00,11640.00,10560.00,10920.00,10440.00,9360.00,6720.00,8040.00,8400.00,8400.00,Baja,"9,571",19.22%,-,,,
710,SS,SS_78_08,511616001,E_GMH,30335072,80,1.00E+11,183024,SIEMENS,RXRS4 (114E),CT10691,Medición Convencional ,Medicion Secundaria,ALIMENTOS Y TURISMO S.A. DE C.V.,SAN SALVADOR,BARRIO SAN JACINTO,BARRIO SAN JACINTO,10° AVENIDA SUR,23968.00,23456.00,20512.00,19136.00,22176.00,21072.00,20032.00,19624.00,21200.00,19256.00,19504.00,22336.00,21368.00,19728.00,21000.00,22976.00,21856.00,21128.00,22232.00,19096.00,19304.00,19824.00,17456.00,20264.00,20072.00,19856.00,21432.00,20304.00,21640.00,21856.00,20528.00,22960.00,21912.00,21880.00,20200.00,21376.00,21608.00,21288.00,19304.00,21632.00,20296.00,21016.00,21624.00,20000.00,20416.00,20416.00,Media,"20,872",5.76%,-,,,
820,ST,ST_01_11,508313901,G_MMP,30296733,60,1.00E+11,213702,LANDIS + GYR,ALTIMUS RXR,CT9897,Medición Convencional ,Medicion Secundaria,FREDDIE MOISES FRECH HASBUN,ANTIGUO CUSCATLAN,SANTA ELENA,SIERRA DE SANTA ELENA,CALLE LOS NARANJOS,2268.00,2202.00,1974.00,2148.00,2418.00,2730.00,3240.00,3330.00,2868.00,3042.00,3438.00,2742.00,2862.00,2586.00,2394.00,2694.00,3018.00,2922.00,2502.00,3090.00,4050.00,3012.00,3270.00,3048.00,3138.00,2244.00,2970.00,2220.00,3624.00,2700.00,2730.00,2676.00,3150.00,2742.00,2712.00,2946.00,2220.00,2142.00,2412.00,2412.00,2664.00,2412.00,2484.00,2592.00,2034.00,2034.00,Baja,"2,720",16.35%,-,,,
120,OP,OP_78_03,511690301,G_1G,30217319,80,1.00E+11,148861,SIEMENS,RXRS4 (114E),CT10650,Medición Convencional ,Medicion Secundaria,MARIA IMELDA CANALES CUCUFATE,SAN PABLO TACACHICO,CANTON LAS MESAS,CASERIO SAN JUAN MESAS,PASAJE 1 LA IGLESIA,320.00,528.00,752.00,592.00,512.00,432.00,496.00,640.00,784.00,632.00,704.00,600.00,536.00,528.00,1104.00,1048.00,776.00,512.00,480.00,480.00,448.00,416.00,360.00,464.00,408.00,552.00,632.00,664.00,696.00,952.00,616.00,688.00,728.00,800.00,800.00,792.00,840.00,1176.00,800.00,896.00,944.00,920.00,1152.00,896.00,728.00,728.00,Baja,686,29.72%,-,,,
1020,ST,ST_04_13,511721901,G_MMH,30245930,80,1.00E+11,222557,SIEMENS,RXRS4 (114E),CT10708,Medición Convencional ,Medicion Secundaria,ASOC. RURAL DE AGUA POTABLE SISTEMA MULTIPLE DE EL BALSAMAR,COLON,CANTON ENTRE RIOS,PARCELACION CALIFORNIA,BOULEVARD CALIFORNIA,19216.00,18136.00,16192.00,19896.00,20632.00,19176.00,18464.00,18080.00,18656.00,14104.00,14200.00,15632.00,15280.00,15440.00,15904.00,16568.00,18056.00,15304.00,15224.00,15784.00,15168.00,14864.00,14488.00,14840.00,16688.00,15352.00,16464.00,17208.00,16480.00,16072.00,15536.00,15336.00,15696.00,13960.00,19768.00,16960.00,16560.00,17848.00,18448.00,17840.00,16328.00,15656.00,15464.00,15736.00,15976.00,15976.00,Media,"16,536",9.63%,-,,,
1554,SV,SV_78_03,200008801,E_MMH,30021116,80,1.00E+11,1103550,LANDIS + GYR,E650 S4x RXR F9S,DS107190,Medición Convencional ,Medicion Secundaria,ANDA REGION CENTRAL (MAYORES),SANTA CLARA,CANTON AGUA HELADA,CANTON AGUA HELADA,CALLE A SANTA CLARA,5560.00,7608.00,7864.00,3032.00,4008.00,6616.00,5200.00,5576.00,5224.00,7296.00,5464.00,4488.00,5184.00,5376.00,5216.00,5736.00,5008.00,11240.00,4848.00,5152.00,5800.00,5632.00,5272.00,6392.00,5192.00,4416.00,6152.00,5568.00,7088.00,4776.00,6352.00,7440.00,9728.00,8904.00,8248.00,7232.00,7904.00,7488.00,6592.00,7840.00,8160.00,7088.00,9192.00,6384.00,7072.00,7072.00,Baja,"6,406",24.96%,-,,,
1343,ST,ST_78_07,511725801,E_GMH,30249463,480,1.00E+11,479468,SIEMENS,LIBRA (114E),CT10735,Medición Tele gestionada,Medicion Primaria ,ANDA REGION CENTRAL (MAYORES),SANTA TECLA,CIUDAD MERLIOT,CIUDAD MERLIOT,CALLE CHILTIUPAN,67296.00,76176.00,61296.00,56688.00,65136.00,67728.00,79536.00,77232.00,83952.00,77088.00,65520.00,62544.00,34992.00,36432.00,35184.00,42720.00,18528.00,19104.00,15312.00,44208.00,59184.00,56544.00,53616.00,71664.00,78576.00,67392.00,72768.00,75888.00,79824.00,78768.00,83280.00,83232.00,81840.00,78624.00,80208.00,88704.00,86976.00,77808.00,74352.00,81696.00,81696.00,80064.00,80256.00,79344.00,79920.00,79920.00,Alta,"66,931",28.68%,-,,,
1419,ST,ST_78_16,511725901,E_GMH,30249707,600,1.00E+11,479436,SIEMENS,LIBRA (114E),CT900536,Medición Tele gestionada,Medicion Primaria ,ANDA REGION CENTRAL (MAYORES),SANTA TECLA,CIUDAD MERLIOT,JARDINES DE LA LIBERTAD,CALLE TAMANIQUE,146040.00,139320.00,132540.00,118560.00,136320.00,111840.00,123840.00,131880.00,129720.00,129660.00,116460.00,130980.00,128100.00,119880.00,132000.00,133560.00,124920.00,116400.00,125640.00,116580.00,122700.00,120960.00,78180.00,75720.00,72420.00,77580.00,118500.00,110520.00,114720.00,102900.00,117600.00,111300.00,111300.00,105060.00,106980.00,111960.00,117840.00,110100.00,103800.00,112860.00,114900.00,102600.00,107340.00,107460.00,106800.00,106800.00,Alta,"115,068",13.35%,-,,,
1587,ZC,ZC_09_07,507943102,G_GMH,30340388,120,1.00E+11,322201,LANDIS + GYR,RXRS4,DS111524,Medición Convencional ,Medicion Secundaria,HOTELES SALVADOREÑOS S.A. DE C.V.,SAN LUIS LA HERRADURA,CANTON EL ZAPOTE,PLAYA EL ZAPOTE,BLVD COSTA DEL SOL KM 75,11244.00,9096.00,9420.00,6636.00,12000.00,11064.00,11100.00,12096.00,10176.00,7452.00,9300.00,11796.00,11976.00,10452.00,11112.00,16164.00,19572.00,14088.00,6720.00,4620.00,4548.00,8076.00,13572.00,11112.00,15816.00,11028.00,9876.00,13464.00,10968.00,9996.00,10368.00,13116.00,8424.00,10008.00,10152.00,13452.00,9456.00,11496.00,9732.00,11952.00,6120.00,9312.00,9300.00,7812.00,8952.00,8952.00,Media,"10,503",27.05%,-,,,
504,SS,SS_10_05,511832001,G_GMH,30346407,80,1.00E+11,322022,LANDIS + GYR,RXRS4,CT10795,Medición Convencional ,Medicion Secundaria,"BRISAS CONSTANTES,S.A. DE C.V.",SAN MARCOS,PLANES DE RENDEROS,RES MIRADOR,CALLE AL MIRADOR,4096.00,3536.00,3448.00,3384.00,3768.00,3680.00,3728.00,3792.00,3816.00,3600.00,3648.00,4112.00,4536.00,3960.00,3888.00,2304.00,1760.00,1672.00,1712.00,2144.00,2800.00,3560.00,3560.00,3920.00,4200.00,3728.00,3712.00,4160.00,3992.00,3984.00,4000.00,4136.00,3520.00,3960.00,3968.00,4520.00,3752.00,3800.00,3712.00,4008.00,3688.00,3720.00,3752.00,3440.00,3536.00,3536.00,Baja,"3,592",18.39%,-,,,
285,RP,RP_78_02,511864101,G_GMH,30372594,508,1.00E+11,478509,SIEMENS,LIBRA (114E),CT113011,Medición Tele gestionada,Medicion Primaria ,TACA INTERNATIONAL AIRLINES S.A.,SAN LUIS TALPA,CANTON NUEVO EDEN,CANTON NUEVO EDEN,AUTOPISTA A AEROPUERTO,85110.00,92680.00,92273.00,78080.00,90429.00,97465.00,104912.00,95179.00,97013.00,86248.00,97221.00,99385.00,80152.00,82494.00,93990.00,56256.00,13650.00,36830.00,64191.00,32736.00,50617.00,65273.00,50846.00,71857.00,76398.00,69870.00,72410.00,78003.00,71841.00,71074.00,74666.00,64668.00,72573.00,67696.00,62967.00,66482.00,67346.00,66705.00,67762.00,80416.00,80762.00,76799.00,75789.00,74940.00,63825.00,63825.00,Alta,"73,515",24.31%,-,,,
524,SS,SS_78_08,200035601,G_MMH,30036069,80,1.00E+11,183108,LANDIS + GYR,RXRS4,CT901526,Medición Convencional ,Medicion Secundaria,SUPLIDORES DIVERSOS S.A DE C.V,SAN MARCOS,PLANES DE RENDEROS,COLONIA SAN JUAN,CALLE A PLANES DE RENDEROS,2800.00,3568.00,3584.00,3376.00,4120.00,3984.00,4576.00,3928.00,4528.00,4096.00,4200.00,4216.00,3472.00,3392.00,3512.00,3136.00,2736.00,3088.00,3632.00,3064.00,3376.00,2848.00,2920.00,3576.00,2920.00,3288.00,3928.00,3912.00,4704.00,4952.00,4896.00,4056.00,4168.00,4632.00,4176.00,3240.00,3960.00,4880.00,3976.00,4376.00,4680.00,4640.00,3776.00,4480.00,4312.00,4312.00,Baja,"3,869",15.55%,-,,,
90,OP,OP_78_01,511965701,G_GMH,30282946,254,1.00E+11,414586,LANDIS + GYR,RXRS4,DS110572,Medición Tele gestionada,Medicion Primaria ,GRUPO ECON S.A. DE C.V.,SAN JUAN OPICO,CANTON SITIO DEL NIÑO,COLONIA EL CHARCON,CALLE A LA BOMBA,15011.00,12598.00,15748.00,14783.00,11633.00,12395.00,17653.00,15519.00,15342.00,12751.00,15088.00,16662.00,11379.00,14199.00,14580.00,7747.00,13487.00,1575.00,8280.00,14656.00,14478.00,15799.00,13157.00,24663.00,17424.00,18898.00,20853.00,16739.00,14326.00,13564.00,18466.00,13132.00,9246.00,15748.00,17653.00,18059.00,23470.00,30404.00,11709.00,15748.00,21260.00,25019.00,19685.00,19482.00,15418.00,15418.00,Media,"15,672",30.67%,-,,,
990,ST,ST_78_15,511971101,G_GMH,30287991,80,1.00E+11,278402,LANDIS + GYR,RXRS4,CT10840,Medición Tele gestionada,Medicion Secundaria,"GMG EL SALVADOR, S.A. DE C.V.",ANTIGUO CUSCATLAN,SANTA ELENA,SANTA ELENA,BLVD ORDEN DE MALTA,12064.00,12520.00,14920.00,13144.00,12728.00,12736.00,13488.00,13056.00,13736.00,11320.00,12720.00,13448.00,11832.00,11704.00,13656.00,10600.00,9752.00,8688.00,8520.00,9688.00,9344.00,10456.00,8264.00,9912.00,9000.00,9968.00,10840.00,11120.00,12016.00,12112.00,11672.00,11568.00,10240.00,10544.00,9160.00,8872.00,7232.00,9480.00,10064.00,10584.00,8760.00,9736.00,9176.00,9040.00,7920.00,7920.00,Media,"10,768",17.19%,-,,,
812,ST,ST_01_09,503842502,G_MMH,30198374,60,1.00E+11,1104031,LANDIS + GYR,E650 S4x RXR F5S,CT6493,Medición Convencional ,Medicion Secundaria,INMOBILIARIA SANTA ELENA S.A. DE C.V.,ANTIGUO CUSCATLAN,SANTA ELENA,URB ARCOS DE SANTA ELENA,BLVD ORDEN DE MALTA,1722.00,2238.00,2358.00,0.00,12.00,66.00,3444.00,3978.00,3132.00,2568.00,2184.00,1866.00,1710.00,2106.00,2058.00,2046.00,96.00,1410.00,2034.00,2226.00,2202.00,2298.00,2262.00,1614.00,1500.00,1524.00,1944.00,2214.00,2352.00,2484.00,2226.00,2544.00,2154.00,2292.00,1974.00,2070.00,1980.00,1932.00,2154.00,1974.00,2022.00,1752.00,2568.00,1812.00,1842.00,1842.00,Baja,"1,974",38.39%,-,,,
352,SS,SS_60_01,512013001,E_GMH,30327054,880,1.00E+11,278401,LANDIS + GYR,RXRS4,CT9620,Medición Tele gestionada,Medicion Primaria ,"TERMOENCOGIBLES, S.A. DE C.V.",ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,PLAN DE LA LAGUNA,CALLE CIRCUNVALACION,430320.00,321816.00,503712.00,394504.00,481800.00,497288.00,556688.00,434016.00,495528.00,495528.00,460416.00,472560.00,475728.00,565928.00,441760.00,271568.00,337304.00,270424.00,439032.00,523072.00,546744.00,552376.00,508024.00,507320.00,476168.00,591096.00,626472.00,480304.00,633248.00,613888.00,520520.00,370568.00,503536.00,460592.00,400664.00,360184.00,0.00,0.00,0.00,,,,,,,,#N/D,#N/D,0.00%,-,,,
1602,ZC,ZC_78_03,516021901,G_GMH,30396447,60,1.00E+11,412067,LANDIS + GYR,RXRS4,CT31072,Medición Tele gestionada,Medicion Secundaria,OPERADORA DEL SUR S.A. DE C.V.,SAN LUIS LA HERRADURA,SAN LUIS LA HERRADURA,BARRIO EL CENTRO,CALLE PRINCIPAL,10068.00,10362.00,11172.00,10836.00,11730.00,11034.00,11874.00,11364.00,11340.00,10986.00,10608.00,11262.00,12018.00,10950.00,11238.00,11250.00,11424.00,10866.00,10878.00,10698.00,10038.00,11592.00,10542.00,10440.00,11754.00,11322.00,12030.00,12342.00,13230.00,13320.00,11838.00,11784.00,11496.00,11442.00,11724.00,11160.00,11430.00,10512.00,10338.00,11580.00,11574.00,10122.00,11310.00,11454.00,10536.00,10536.00,Media,"11,248",6.12%,-,,,
168,QZ,QZ_78_02,512123701,G_GMH,30241468,40,1.00E+11,213884,LANDIS + GYR,RXRS4,CT10916,Medición Convencional ,Medicion Secundaria,DESARROLLO E INVERSIONES DIAZ BUSTAMANTE S.A. DE C.V.,QUEZALTEPEQUE,QUEZALTEPEQUE,RES BELLA GRANADA,CALLE A FINCA MIRASOL,5684.00,5696.00,5700.00,5308.00,5504.00,5188.00,5176.00,5128.00,5068.00,5060.00,4780.00,5588.00,5740.00,5532.00,6180.00,6396.00,5820.00,5716.00,5776.00,5668.00,5884.00,5700.00,5236.00,5700.00,5892.00,5628.00,6144.00,5972.00,5848.00,5996.00,5728.00,5540.00,5576.00,5312.00,5592.00,6028.00,6120.00,6048.00,5872.00,5612.00,5684.00,5724.00,5800.00,5484.00,5396.00,5396.00,Baja,"5,644",5.85%,-,,,
111,OP,OP_78_02,512124801,G_MMH,30242504,80,1.00E+11,222630,LANDIS + GYR,RXRS4,CT10822,Medición Convencional ,Medicion Secundaria,MINISTERIO DE EDUCACION LA LIBERTAD,SAN JUAN OPICO,SAN JUAN OPICO,OPICO,7° AVENIDA NORTE,1184.00,2512.00,3368.00,2360.00,2696.00,2896.00,2968.00,2712.00,3032.00,2976.00,2320.00,1512.00,792.00,2728.00,3040.00,2272.00,3040.00,232.00,288.00,248.00,184.00,264.00,296.00,288.00,328.00,312.00,440.00,400.00,1248.00,1472.00,1344.00,1192.00,1256.00,1112.00,944.00,912.00,1264.00,2032.00,1680.00,1840.00,2032.00,1568.00,1728.00,2240.00,1656.00,1656.00,Baja,"1,584",61.59%,-,,,
884,ST,ST_78_05,512217901,G_GMH,30326408,120,1.00E+11,278405,LANDIS + GYR,RXRS4,CT10960,Medición Tele gestionada,Medicion Secundaria,POLLO CAMPERO DE EL SALVADOR S.A. DE C.V.,ANTIGUO CUSCATLAN,SANTA ELENA,RES CASA LINDA I,BLVD SANTA ELENA,26052.00,27576.00,27744.00,26304.00,28968.00,28332.00,29532.00,28680.00,29892.00,28008.00,26844.00,28200.00,27396.00,26208.00,28032.00,19752.00,15096.00,14508.00,16644.00,16500.00,20652.00,23700.00,21972.00,25188.00,24876.00,23088.00,26472.00,25380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Media,"15,035",83.62%,-,,,
1123,ST,ST_07_01,512227301,G_MMH,30334054,80,1.00E+11,278409,LANDIS + GYR,RXRS4,DS109293,Medición Convencional ,Medicion Secundaria,"GIS PRODUCTS, S.A. DE C.V.",NUEVO CUSCATLAN,NUEVO CUSCATLAN,ZONA FRANCA SANTA TECLA,CARRETERA AL PUERTO,144.00,144.00,128.00,536.00,1192.00,392.00,224.00,576.00,768.00,1584.00,1384.00,824.00,1000.00,1304.00,392.00,120.00,80.00,80.00,536.00,1288.00,1416.00,1904.00,1384.00,2640.00,2176.00,2080.00,2000.00,2016.00,1864.00,1312.00,1152.00,1272.00,1192.00,1000.00,656.00,776.00,1552.00,1744.00,1520.00,1264.00,1312.00,1096.00,1104.00,976.00,1200.00,1200.00,Baja,"1,098",56.00%,-,,,
744,SS,SS_09_08,515217901,G_MMH,30394405,80,1.00E+11,322161,LANDIS + GYR,RXRS4,CT8020,Medición Convencional ,Medicion Secundaria,"RIUMASA, S.A. DE C.V.",SANTO TOMAS,SANTO TOMAS,COLONIA SAN ESTEBAN,PASAJE 1,3024.00,2800.00,2192.00,3128.00,2688.00,3448.00,3184.00,3344.00,3112.00,3136.00,3528.00,3600.00,2832.00,3200.00,3888.00,1384.00,936.00,304.00,2512.00,2448.00,2568.00,3440.00,3176.00,3800.00,2808.00,3408.00,2896.00,3248.00,3096.00,3384.00,3760.00,3824.00,3448.00,3448.00,3680.00,2808.00,3408.00,3752.00,3736.00,2984.00,2792.00,2696.00,2904.00,3544.00,3048.00,3048.00,Baja,"3,030",23.43%,-,,,
882,ST,ST_78_05,512285101,G_GMH,30203350,60,1.00E+11,182909,LANDIS + GYR,RXRS4,CT11018,Medición Convencional ,Medicion Secundaria,EMBUTIDOS DE EL SALVADOR S.A. DE C.V.,ANTIGUO CUSCATLAN,SANTA ELENA,RES CASA LINDA I,BLVD SANTA ELENA,20352.00,21036.00,20352.00,22902.00,24018.00,24816.00,25308.00,24030.00,24528.00,22008.00,21756.00,24036.00,23340.00,21870.00,23334.00,14370.00,12186.00,11826.00,12714.00,12114.00,14658.00,19974.00,16494.00,19776.00,23028.00,17838.00,20430.00,21552.00,21966.00,21900.00,20076.00,21828.00,21990.00,21732.00,22296.00,25536.00,22674.00,22662.00,21312.00,23058.00,20646.00,21492.00,23142.00,22098.00,20916.00,20916.00,Media,"20,802",17.01%,-,,,
741,SS,SS_06_01,200045401,G_MMP,30043001,80,1.00E+11,160432,SANGAMO,CYLP (120),CT900492,Medición Convencional ,Medicion Secundaria,JULIO CESAR REGALADO,SANTO TOMAS,SANTO TOMAS,BARRIO LAS MERCEDES,CALLE ALBERTO MASFERRER,800.00,1240.00,560.00,856.00,568.00,816.00,912.00,976.00,1672.00,1040.00,384.00,1520.00,528.00,1008.00,1000.00,1840.00,2176.00,1584.00,1056.00,1456.00,1688.00,880.00,920.00,960.00,824.00,1272.00,1048.00,1080.00,2096.00,928.00,1232.00,656.00,1408.00,2056.00,2560.00,2112.00,1680.00,2712.00,3152.00,3096.00,2752.00,2112.00,3352.00,2984.00,3024.00,3024.00,Baja,"1,557",53.32%,-,,,
1100,ST,ST_18_08,514828701,G_MMH,30398324,40,1.00E+11,322168,LANDIS + GYR,RXRS4,CT11032,Medición Convencional ,Medicion Secundaria,EDUARDO ANTONIO KRIETE AVILA,JAYAQUE,JAYAQUE RURAL,CASERIO LAS GRADITAS,CALLE PRINCIPAL,0.00,296.00,1424.00,1548.00,1384.00,1476.00,1152.00,1476.00,1440.00,1732.00,1420.00,1224.00,1128.00,1656.00,2056.00,1404.00,1276.00,1276.00,648.00,1204.00,1512.00,1756.00,1268.00,1160.00,1120.00,1492.00,1600.00,2284.00,2292.00,1268.00,1344.00,1332.00,1468.00,1344.00,1352.00,1488.00,1328.00,1808.00,1828.00,1812.00,1668.00,1508.00,1624.00,1592.00,1400.00,1400.00,Baja,"1,419",23.97%,-,,,
393,SS,SS_78_02,512341901,E_GMH,30254834,480,1.00E+11,478500,SIEMENS,LIBRA (114E),CT11014,Medición Tele gestionada,Medicion Primaria ,TECHNO SCREEN S.A. DE C.V.,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,PLAN DE LA LAGUNA,CALLE CIRCUNVALACION,161573.00,219456.00,194256.00,191045.00,189331.00,228413.00,231346.00,214781.00,236045.00,218784.00,209280.00,255120.00,176400.00,247920.00,245472.00,34272.00,1920.00,2064.00,138672.00,176112.00,199632.00,251088.00,235008.00,268800.00,208992.00,243696.00,212352.00,197088.00,266880.00,243552.00,250560.00,168624.00,265344.00,239760.00,255840.00,233280.00,274848.00,296448.00,242928.00,236112.00,258288.00,265392.00,213792.00,213696.00,185040.00,185040.00,Alta,"210,529",29.51%,-,,,
288,RP,RP_78_02,512382201,G_GMH,30292180,160,1.00E+11,1103513,LANDIS + GYR,E650 S4x RXR F9S,CT11057,Medición Convencional ,Medicion Secundaria,ACADEMIA NACIONAL DE SEGURIDAD PUBLICA,SAN LUIS TALPA,CANTON NUEVO EDEN,CANTON NUEVO EDEN,AUTOPISTA A AEROPUERTO,2768.00,7952.00,23440.00,21104.00,19296.00,22176.00,5696.00,12032.00,24400.00,24272.00,25824.00,20128.00,10528.00,19616.00,21056.00,2576.00,1776.00,4464.00,2912.00,2112.00,7664.00,26656.00,20544.00,10656.00,15360.00,19584.00,20736.00,15600.00,20896.00,18240.00,10224.00,10688.00,17872.00,18688.00,15808.00,12096.00,17792.00,13984.00,12432.00,11984.00,20576.00,12656.00,10480.00,21536.00,19472.00,19472.00,Media,"15,127",44.51%,-,,,
864,ST,ST_78_04,900078800,G_GMH,30099502,60,1.00E+11,1103415,LANDIS + GYR,E650 S4x RXR F5S,CT900576,Medición Convencional ,Medicion Secundaria,"J F M, S.A. DE C.V.",ANTIGUO CUSCATLAN,SANTA ELENA,ZONA INDUST CALLE AL PUERTO,CALLE AL PUERTO,2694.00,3006.00,3936.00,3888.00,4170.00,4248.00,4800.00,4716.00,4890.00,4326.00,3996.00,3930.00,3636.00,4416.00,4188.00,4584.00,4590.00,4326.00,4782.00,4404.00,4356.00,4314.00,3492.00,3546.00,3330.00,3480.00,4050.00,4338.00,4530.00,5118.00,4434.00,4776.00,4518.00,4254.00,3300.00,3408.00,3636.00,4236.00,4344.00,4002.00,4086.00,4506.00,4440.00,4254.00,3600.00,3600.00,Baja,"4,119",11.56%,-,,,
44,LL,LL_05_04,512478401,G_MMH,30195560,160,1.00E+11,182906,LANDIS + GYR,RXRS4,CT11090,Medición Convencional ,Medicion Secundaria,"BAJASALT, S.A. DE C.V.",OLOCUILTA,SANTA LUCIA LA BARRANCA,CANTON VALLE NUEVO,CALLE LITORAL,208.00,240.00,608.00,208.00,176.00,304.00,256.00,256.00,576.00,256.00,224.00,304.00,320.00,304.00,0.00,96.00,80.00,96.00,48.00,80.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Baja,106,145.07%,-,,,
1036,ST,ST_61_01,512526401,G_GMH,30239786,1270,1.00E+11,1103485,LANDIS + GYR,E650 S4x RXR F9S,CT10854,Medición Tele gestionada,Medicion Primaria ,INVERSIONES TUNARI S.A. DE C.V.,COLON,COLON,LOURDES,CALLE A SONSONATE,474599.00,480060.00,445389.00,435737.00,406146.00,483235.00,461772.00,445008.00,566674.00,515112.00,498475.00,481330.00,395859.00,482346.00,614680.00,454660.00,376555.00,531495.00,472821.00,446024.00,438277.00,376174.00,223901.00,321691.00,243205.00,417322.00,326898.00,300355.00,296799.00,319786.00,320929.00,424688.00,386842.00,379476.00,364617.00,295275.00,375920.00,415036.00,0.00,321691.00,405892.00,189738.00,470789.00,411226.00,332105.00,332105.00,Alta,"394,755",26.71%,-,,,
103,OP,OP_78_02,512560001,G_GMH,30270496,60,1.00E+11,214473,LANDIS + GYR,RXRS4,CT10002,Medición Convencional ,Medicion Secundaria,OSCAR SAUL GAMERO VIDES,SAN JUAN OPICO,CANTON MINAS DE PLOMO,CASERIO LOS BAJIOS,CALLE PRINCIPAL LOS BAJIOS,414.00,1140.00,2208.00,252.00,48.00,48.00,100.00,48.00,36.00,36.00,54.00,12.00,768.00,876.00,1470.00,90.00,24.00,108.00,36.00,42.00,48.00,54.00,48.00,30.00,300.00,780.00,1806.00,1146.00,408.00,84.00,78.00,108.00,180.00,66.00,96.00,618.00,708.00,1716.00,822.00,300.00,354.00,72.00,366.00,84.00,84.00,84.00,Baja,397,136.16%,-,,,
1040,ST,ST_78_11,512575401,G_GMH,30284378,254,1.00E+11,1103557,LANDIS + GYR,E650 S4x RXR F9S,CT8253,Medición Convencional ,Medicion Primaria ,"ALUMINIO DE EL SALVADOR, S.A.",COLON,CANTON HACIENDA NUEVA,LOTIFICACION LAS ARBOLEDAS,CARRETERA A SONSONATE,21895.00,24003.00,27584.00,26873.00,22987.00,22403.00,23749.00,22708.00,26543.00,30455.00,17907.00,18923.00,15011.00,16993.00,13665.00,5258.00,3861.00,5715.00,7645.00,8153.00,15596.00,18263.00,18974.00,19126.00,14402.00,17501.00,21641.00,16891.00,20828.00,21361.00,23266.00,19329.00,23774.00,29743.00,25806.00,18542.00,24384.00,26518.00,16535.00,15316.00,17221.00,7747.00,16104.00,18542.00,22377.00,22377.00,Media,"19,011",33.53%,-,,,
